continent,country,covid_confirmed_cases,covid_deaths,covid_fatality_rate,age dependency ratio (% of working-age population),"age dependency ratio, old","age dependency ratio, young","age population, age 0, female, interpolated",diabetes prevalence (% of population ages 20 to 79),"gni per capita, atlas method (current us$)","immunization, dpt (% of children ages 12-23 months)","immunization, hepb3 (% of one-year-old children)","immunization, hib3 (% of children ages 12-23 months)","immunization, measles (% of children ages 12-23 months)","immunization, pol3 (% of one-year-old children)",Immunization_average,improved sanitation facilities (% of population with access),"improved sanitation facilities, rural (% of rural population with access)","improved sanitation facilities, urban (% of urban population with access)",improved water source (% of population with access),"improved water source, rural (% of rural population with access)","improved water source, urban (% of urban population with access)",lifetime risk of maternal death (%),lifetime risk of maternal death (1 in: rate varies by country),maternal leave benefits (% of wages paid in covered period),"maternal mortality ratio (modeled estimate, per 100,000 live births)",number of under-five deaths,number of weeks of maternity leave,people practicing open defecation (% of population),"people practicing open defecation, rural (% of rural population)","people practicing open defecation, urban (% of urban population)","population ages 00-04, female (% of female population)","population ages 00-04, male (% of male population)",population ages 00-14 (% of total),"population ages 00-14, female (% of total)","population ages 00-14, male (% of total)","population ages 00-14, total","population ages 0-14, female","population ages 0-14, male","population ages 05-09, female (% of female population)","population ages 05-09, male (% of male population)","population ages 10-14, female (% of female population)","population ages 15-19, female (% of female population)","population ages 15-19, male (% of male population)",population ages 15-64 (% of total),"population ages 15-64, female","population ages 15-64, female (% of total)","population ages 15-64, male","population ages 15-64, male (% of total)","population ages 15-64, total","population ages 20-24, female (% of female population)","population ages 20-24, male (% of male population)","population ages 25-29, female (% of female population)","population ages 25-29, male (% of male population)","population ages 30-34, female (% of female population)","population ages 30-34, male (% of male population)","population ages 35-39, female (% of female population)","population ages 35-39, male (% of male population)","population ages 40-44, female (% of female population)","population ages 40-44, male (% of male population)","population ages 45-49, female (% of female population)","population ages 45-49, male (% of male population)","population ages 50-54, female (% of female population)","population ages 50-54, male (% of male population)","population ages 55-59, female (% of female population)","population ages 55-59, male (% of male population)","population ages 60-64, female (% of female population)","population ages 60-64, male (% of male population)",population ages 65 and above (% of total),"population ages 65 and above, female","population ages 65 and above, female (% of total)","population ages 65 and above, male","population ages 65 and above, male (% of total)","population ages 65 and above, total","population ages 65-69, female (% of female population)","population ages 65-69, male (% of male population)","population ages 70-74, female (% of female population)","population ages 70-74, male (% of male population)","population ages 75-79, female (% of female population)","population ages 75-79, male (% of male population)","population ages 80 and older, female (% of female population)","population ages 80 and older, male (% of male population)","population ages10-14, male (% of male population)",population growth (annual %),"population, total",rural population (% of total population),rural population growth (annual %),urban population (% of total),urban population growth (annual %),fat_animal products,fat_animal fats,fat_cereals - excluding beer,fat_eggs,"fat_fish, seafood",fat_fruits - excluding wine,fat_meat,fat_miscellaneous,fat_milk - excluding butter,fat_offals,fat_oilcrops,fat_pulses,fat_spices,fat_starchy roots,fat_stimulants,fat_treenuts,fat_vegetal products,fat_vegetable oils,fat_vegetables,obesity,undernourished,population,kcal_alcoholic beverages,kcal_animal products,kcal_animal fats,kcal_cereals - excluding beer,kcal_eggs,"kcal_fish, seafood",kcal_fruits - excluding wine,kcal_meat,kcal_milk - excluding butter,kcal_miscellaneous,kcal_offals,kcal_oilcrops,kcal_pulses,kcal_spices,kcal_starchy roots,kcal_stimulants,kcal_sugar & sweeteners,kcal_treenuts,kcal_vegetal products,kcal_vegetable oils,kcal_vegetables,protein_alcoholic beverages,protein_animal products,protein_animal fats,protein_cereals - excluding beer,protein_eggs,"protein_fish, seafood",protein_fruits - excluding wine,protein_meat,protein_milk - excluding butter,protein_offals,protein_oilcrops,protein_pulses,protein_spices,protein_starchy roots,protein_stimulants,protein_sugar & sweeteners,protein_treenuts,protein_vegetal products,protein_vegetable oils,protein_vegetables,protein_miscellaneous,gni_category
africa,sudan,46518,3331,8.28E-05,78.03512278,5.925089096,72.11003368,611175,8.9,1840,93,93,93,87,93,91.8,73.56153846,67.43333333,79.48525641,89.77070064,84.74076433,95.529375,1.388879862,72,100,311,89488,56,9.441721854,14.75231788,2.777124183,14.59733506,14.98822673,40.50326282,40.03274701,40.97007088,16296440,8021707,8274733,13.29079353,13.59768489,12.14461842,10.6107822,10.78758207,56.16869213,11305737,56.42186994,11293670,55.91750941,22599407,9.170149531,9.274546902,7.760697835,7.795571218,6.783927009,6.770984372,5.843257836,5.780031202,4.845756257,4.73151013,3.918651405,3.765476479,3.110211902,2.948182601,2.458076492,2.296408198,1.920359471,1.767216241,3.328045053,710419,3.545383058,628616,3.112419709,1339035,1.427772013,1.310336936,0.992770536,0.87986747,0.626723518,0.530761495,0.49811699,0.391453808,12.38415927,2.223139283,40234882,66.194,1.947062842,33.806,2.765929421,20.1511,1.7092,5.6998,0.2347,0.0587,0.3961,7.0789,0.0073,10.8055,0.2641,3.7265,0.4108,0.1174,0.0587,0.0587,0,29.8489,19.0214,0.3521,7.4,20.1,43849000,0,7.9737,0.4316,22.8319,0.1028,0.0411,2.3839,2.4866,4.7267,0.0206,0.185,1.2125,2.0756,0.0822,0.8837,0.0617,6.3296,0,42.0263,4.7061,1.3152,0,15.5619,0.0147,23.8327,0.2578,0.2283,0.9648,5.9434,8.2192,0.9059,1.7823,5.0302,0.0884,0.5082,0.2504,0,0,34.4307,0,1.9296,0.0221,low_gni
south america,suriname,52446,1189,0.002189788,50.75603607,10.38071122,40.37532485,4723,12.5,9300,89,89,89,94,89,90,79.2,61.4,88.4,94.8,88.4,98.1,0.371636756,270,88.875,155,209,0,6.3,18.1,0.3,8.584283431,9.163058102,26.78189604,26.13042885,27.43072659,145419,70797,74622,8.65035045,9.240988391,8.895794963,8.64333775,8.914195811,66.33233574,178631,65.93082525,181537,66.73222123,360168,7.736115776,7.9996177,8.281630047,8.276784861,7.515769349,7.800748425,6.35682834,6.432924812,6.802688448,6.921827098,6.21140708,6.533646035,6.13131466,6.21236739,4.709581932,4.468493372,3.542151866,3.17161573,6.885768221,21509,7.938745908,15879,5.837052177,37388,2.62902446,2.209617774,2.087939263,1.603452459,1.56530854,1.087715687,1.656473645,0.936266257,9.026680096,0.874385787,542975,33.957,0.998032404,66.043,0.810870496,14.8751,0.7849,3.1593,0.9601,0.772,0.2335,10.639,0.1557,1.6867,0.0324,3.1139,0.0649,0.0584,0.1103,0.8823,0.1557,35.1281,26.9089,0.2789,26.5,8.5,605000,1.4479,6.2001,0.2042,20.8094,0.4084,0.594,2.5617,3.8426,1.1138,0.4084,0.0371,1.0581,0.3527,0.0371,1.188,0.3156,7.5924,0.0557,43.7906,6.8127,1.1138,0.2987,20.4911,0.0166,20.7234,1.4186,3.924,1.3274,11.2992,3.559,0.2821,1.7007,1.0204,0.0747,0.8794,0.3484,0,0.0581,29.5006,0.0249,2.4224,0.6139,mid_gni
europe,sweden,1314784,15310,0.001562425,59.30390803,31.76842021,27.53548781,55069,4.7,57810,98,53,98,98,98,89,99.3,99.6,99.3,100,100,100,0.007769875,12900,88.875,4,343,105.4117647,0,0,0,5.865888731,6.201705527,17.2848795,16.80062723,17.76970572,1693723,823623,870100,5.76892615,6.114041103,5.165812351,4.982065806,5.353955346,62.77310141,3023999,61.68483932,3127057,63.86265334,6151055,6.954632998,7.311609991,6.573752368,6.861071327,6.086302829,6.391992988,6.002155496,6.241588339,6.377517598,6.514895074,7.09827824,7.343143809,6.115734979,6.30334633,5.88459041,5.958541112,5.609808591,5.582509024,19.94201909,1054715,21.51453345,899378,18.36764094,1954093,6.606720463,6.466274469,5.001237581,4.839755612,3.610343684,3.157924678,6.296231724,3.903686183,5.45395909,1.054240081,9798871,14.185,0.00237418,85.815,1.229181437,28.4111,9.7148,1.9481,1.3741,0.8778,0.3556,8.8481,0.0481,7.5926,0.0074,0.9519,0.0296,0.1111,0.0481,0.2333,0.9704,21.5852,16.663,0.2296,22.1,2.5,10377000,2.2981,16.4907,3.7422,13.7733,0.823,0.9161,1.5839,5.2484,5.7609,0.1863,0.0155,0.4658,0.2484,0.1242,1.5373,0.3261,5.264,0.4503,33.4938,6.1801,1.0714,0.3591,31.5441,0.527,12.2651,1.9867,3.9873,0.5829,13.3004,11.7101,0.028,0.5363,0.499,0.1213,1.054,1.0679,0.0047,0.3591,18.4582,0.0933,1.3431,0.1726,high_gni
europe,switzerland,1332615,12217,0.001474241,48.84761744,26.85485311,21.99276434,41427,6.1,84180,97,87.34868421,97,94,97,94.46973684,99.9,99.8,99.9,100,100,100,0.008046574,12400,59,5,334,98,0,0,0,4.909486028,5.292837215,14.77535598,14.24298295,15.31808442,1224430,595841,628590,4.711409883,5.061390263,4.622087042,5.060824033,5.426702179,67.182798,2753871,65.8285708,2813551,68.56336685,5567422,5.972838409,6.309879994,6.563343071,6.868920137,6.957872178,7.303488495,6.611871488,6.829108634,6.991529368,7.213060899,7.989190552,8.339317632,7.696182033,8.007417204,6.445113239,6.766349545,5.539806431,5.499122127,18.04184602,833686,19.92844625,661437,16.11854873,1495123,5.455830547,5.269402937,4.567280723,4.158087685,3.607167597,2.971480995,6.298167378,3.719577112,4.963856946,1.193619877,8286976,26.088,0.933290445,73.912,1.285667866,28.1054,6.2293,1.1241,0.93,0.4048,0.3379,12.0906,0,8.3804,0.0703,0.5286,0.0268,0.0836,0.0368,0.174,1.9772,21.8962,17.3898,0.2141,21.2,2.5,8634000,2.3293,15.5435,2.4172,11.7492,0.586,0.4395,1.9338,6.1822,5.7867,0,0.1172,0.2783,0.249,0.0879,1.0841,0.2051,7.8963,0.9522,34.4711,6.695,0.9962,0.408,30.6026,0.0732,13.2925,1.674,2.2651,0.7951,11.7127,14.1191,0.7585,0.4447,0.5964,0.1151,0.9207,0.2459,0.0105,0.8684,19.3974,0.0209,1.674,0,high_gni
asia,tajikistan,17493,125,1.47E-05,60.88508034,4.836669072,56.04841127,128191,6.4,1240,96,96,96,97,96,96.2,95,95.5,93.8,73.8,66.7,93.1,0.127137458,790,100,32,11799,140,0.1,0.1,0,13.62243413,14.09200201,34.83754438,34.10096096,35.55529639,2954870,1427471,1527399,10.73837785,11.44227638,9.740148982,10.13219258,10.34938211,62.15616749,2629414,62.81426675,2642582,61.51489313,5271996,10.00218824,9.961634986,10.03161958,9.775082458,7.225465562,7.296778442,5.720644986,5.605002606,5.186867507,4.954606095,4.742912948,4.408822394,4.485173724,4.258351275,3.177199121,2.99589766,2.110002499,1.909335099,3.006288129,129129,3.084772292,125860,2.929810484,254989,0.986164881,0.925313577,0.757188103,0.811715331,0.694527061,0.627118182,0.646892246,0.565663394,10.021018,2.217499154,8481855,73.218,2.094666953,26.782,2.554076294,12.6827,0.0348,10.2035,0.5741,0.0174,0.3566,7.159,0.0348,4.6799,0.2175,1.27,0.1131,0.0174,0.0783,1.1308,0.4175,37.3173,22.7557,0.9395,12.6,11.22675159,9429000,0.1427,5.1831,0,27.4132,0.214,0.0238,1.5216,2.3776,2.3776,0.0951,0.1664,0.4042,0.5944,0.0476,1.379,0.3566,3.8992,0.1189,44.8407,5.4922,3.3524,0.009,12.1401,0,28.2246,0.6499,0.0903,0.5777,5.5601,4.8921,0.9568,0.6679,1.4803,0.0903,1.2546,0.2437,0,0.1354,37.8554,0.009,5.0546,0.1083,low_gni
asia,thailand,2223435,21698,0.000319279,39.24210398,14.58125267,24.66085131,357748,7.1,5620,99,99,87.47468354,99,99,96.69493671,93,96.1,89.9,97.8,98,97.6,0.028118214,3600,100,20,9173,90,0,0,0,5.361941263,5.82486428,17.71077182,17.03597056,18.40511072,12036127,5871374,6164753,5.700271322,6.184260483,5.973757978,6.307196057,6.654664999,71.81735778,24667078,71.57227843,24139538,72.06953297,48806616,6.603337863,6.814794385,6.772433255,6.907993957,7.280491241,7.516178114,8.017169516,8.253928693,8.269132619,8.380861871,8.298925534,8.261550774,7.700014827,7.546427595,6.876830322,6.548149923,5.446747196,5.184982655,10.4718704,3926118,11.39175101,3190498,9.525356317,7116616,3.858269521,3.586468331,2.815549418,2.410858597,2.275789311,1.772332407,2.442142757,1.755696983,6.395985955,0.344002136,67959359,49.626,-2.045313562,50.374,2.755017371,19.5718,1.666,2.538,2.8961,1.7984,0.506,11.6621,0.0078,1.4636,0.0934,4.6166,0.1012,1.7594,0.0701,0.1246,0.2647,30.4165,20.2336,0.2102,10.8,7.8,66534000,2.1401,6.4025,0.336,23.1871,0.902,1.1496,1.8394,3.0775,0.849,0.0177,0.0707,1.3265,0.4245,1.0612,1.0612,0.0707,7.729,0.1061,43.5975,4.0679,0.5837,0.336,21.4555,0.0246,19.8574,3.188,8.2855,0.9916,7.3431,2.0406,0.5491,1.9423,1.2375,1.8604,0.4507,0.3524,0,0.1147,28.5363,0.0164,1.3522,0.0328,mid_gni
asia,timor-leste,19837,122,9.80E-05,92.27496378,10.72912259,81.5458412,24775,7.2,1920,76,76,76,70,75,74.6,40.6,26.8,69,71.9,60.5,95.2,1.22228197,82,100,215,2642,84,26.1,35.6,6.5,17.11580406,17.27371408,42.41102666,42.16158658,42.65284512,528024,258387,269636,12.47839477,12.7002043,12.56738776,10.62240223,10.84922362,52.0088794,317896,51.87176779,329622,52.14180158,647518,9.01641312,9.043623966,7.227979808,7.171199505,5.969903565,5.973007432,4.027490089,3.923879562,4.400266122,4.443184784,3.679577223,3.782084635,2.972605934,3.045183211,2.316046859,2.321912719,1.639082841,1.588502144,5.580093943,36567,5.966645633,32906,5.205353299,69473,3.02593314,2.80647569,1.614219674,1.401492421,0.789448415,0.615885354,0.537044404,0.381499835,12.67892675,2.678741046,1245015,67.23,1.732798502,32.77,4.647881576,17.8988,2.0345,10.2168,0.2446,0.7893,1.3007,14.5525,0.1112,0.1779,0.0889,3.5353,0.2779,0.1445,0.1779,0.2001,0.0111,32.1067,15.9644,0.1668,2.9,24.9,1318000,0.1169,5.0491,0.3974,32.7256,0.0701,0.374,0.6078,3.9972,0.1169,0.187,0.0701,0.9818,1.5428,0.0701,2.4778,0.3039,2.5245,0,44.9743,2.9687,0.4441,0.0433,13.5655,0.104,26.8711,0.2166,1.9491,0.2685,10.6289,0.2772,0.3812,2.157,3.6036,0.0866,1.0135,1.2474,0,0,36.4432,0.0087,0.9356,0.1992,low_gni
africa,togo,30163,248,3.40E-05,81.83107627,5.027216495,76.80385977,119814,4.8,540,88,88,88,85,88,87.4,11.6,2.9,24.7,63.1,44.2,91.4,1.71769885,58,100,368,19512,98,51.7,74.2,18,15.63971475,16.12761648,42.2391273,41.6215147,42.87152319,3085390,1538116,1547274,13.94637724,14.33979987,12.0354227,10.22740465,10.52696036,54.99609971,2045971,55.36410261,1971262,54.61928821,4017233,9.015195037,9.250324527,8.049962617,8.231814347,6.92545467,7.030488253,5.763712078,5.707663556,4.637093446,4.38769276,3.679573144,3.324379103,2.931984804,2.583390019,2.320670938,2.017735748,1.81305123,1.558839543,2.764772996,111396,3.014382694,90559,2.509188592,201955,1.348024061,1.143638502,0.896824583,0.755923576,0.499231088,0.40312045,0.270302962,0.206506063,12.40410685,2.627313426,7304578,60.036,1.806185714,39.964,3.873667061,5.3063,0.5351,8.9093,0.1962,0.5708,0.0624,3.3889,0.0803,0.544,0.0713,2.9608,0.8918,0.223,0.6064,0.1694,0,44.6892,30.643,0.1516,7.1,16.1,8279000,0.2882,2.0379,0.1029,23.2812,0.0618,0.3911,0.2058,1.1116,0.3088,0.1647,0.0412,0.8234,3.0259,0.1029,10.5599,0.0618,2.8201,0,47.9621,6.2577,0.3911,0.096,8.0251,0.0174,26.0904,0.2355,2.739,0.1221,3.9428,0.82,0.2791,1.4567,7.8768,0.1483,4.9721,0.1396,0,0,41.9749,0,0.8636,0.2006,low_gni
north america,trinidad and tobago,91899,2869,0.002109422,43.24948865,13.4823804,29.76710825,9122,13.6,18600,96,90,90,89,88,90.6,91.5,91.5,91.5,95.1,95.1,95.1,0.115839419,860,61,63,387,98,0.2,0.2,0.2,6.863685644,7.273594254,20.77990542,20.21950558,21.35526796,282625,139313,143312,6.901276192,7.281491912,6.454543739,6.197070259,6.513779924,69.80827711,476897,69.21551866,472557,70.41686225,949454,6.945397916,7.257053875,8.381530995,8.73197881,9.267158488,9.471974489,7.453958836,7.642549006,6.726095532,6.810463652,6.272977041,6.258074611,7.163684338,7.047244388,5.936258623,5.940231118,4.871386627,4.743512372,9.411817471,72793,10.56497577,55216,8.227869793,128009,3.748895143,3.433395173,2.840916513,2.308947451,1.887509924,1.367785005,2.08765419,1.117742164,6.800181795,0.412957183,1360088,91.555,0.527718882,8.445,-0.822835823,23.3455,5.3472,2.5134,0.6185,0.7816,0.3205,11.386,0.1012,5.1279,0.0843,3.1993,0.343,0.4386,0.0843,0.4386,0.596,26.6573,18.4369,0.1799,19.7,5.5,1369000,0.8874,9.9918,1.3969,18.4224,0.2629,0.7067,1.249,4.6343,2.9088,0.378,0.0986,1.0682,1.4297,0.378,1.1997,0.1808,9.1537,0.1972,40.0164,4.7658,0.6738,0.0945,24.9557,0.0532,16.7277,0.7442,4.0579,0.4725,13.5735,5.9657,0.5611,1.0514,3.2369,0.4135,1.0573,0.2008,0,0.2067,25.0443,0.0413,0.9864,0.5552,high_gni
africa,tunisia,726706,25569,0.002301896,44.82013584,10.9948728,33.82526304,101623,9.6,3970,98,98,98,98,98,98,91.6,79.8,97.4,97.7,93.2,100,0.140912439,710,67,62,2919,30,0.7,2.1,0,8.428205757,9.033524933,23.3567369,22.55613513,24.17625338,2594420,1267371,1327049,7.346372901,7.867781197,6.781556474,7.08427222,7.620743074,69.05117263,3886038,69.16208064,3784028,68.93764436,7670066,8.067272742,8.453332398,9.047128759,9.035664803,8.726318931,8.433426211,7.728280997,7.28748077,6.66809077,6.501033521,6.741134646,6.447356946,5.946172039,6.035674693,5.034634356,5.081903981,4.118775175,4.041027965,7.592090463,465332,8.281784231,377982,6.886102262,843314,2.691152117,2.394352901,2.048864913,1.790729687,1.731568499,1.378256222,1.810198703,1.322763454,7.274947245,1.006143013,11107800,33.158,0.413765173,66.842,1.301308375,12.7886,2.6543,3.2543,0.9255,0.5085,0.4068,4.0323,0.0102,4.5764,0.0915,1.4085,0.2034,0.3407,0.0407,0.3,2.3289,37.2114,28.1552,0.7627,27.3,4.3,11896000,0.2452,5.7984,0.6779,23.9579,0.3894,0.3462,1.9472,1.6876,2.6107,0.0288,0.0721,0.5193,1.0097,0.2452,0.8654,0.1587,5.0483,0.7356,44.2233,7.0676,2.3655,0.0657,14.2467,0.0909,25.144,1.1367,1.7834,0.8285,5.3804,5.4865,0.3688,1.1013,2.3795,0.3587,0.6366,0.4193,0,0.8538,35.7583,0.0657,3.8547,0.0404,mid_gni
asia,turkey,9482550,82361,0.001046973,49.72123101,11.28703078,38.43420024,678171,12.8,9950,96,96,96,94,96,95.6,94.9,85.5,98.3,100,100,100,0.033737899,3000,67,16,18936,112,0.1,0.5,0,8.326077583,9.027031773,25.67050777,24.70886645,26.66488893,20193918,9881389,10312529,8.168098096,8.800766768,8.214690767,8.224102822,8.803879925,66.79079468,26700514,66.76585999,25841019,66.8165783,52541533,7.85162651,8.318028269,7.934014495,8.292318863,8.001964329,8.251209154,7.607140639,7.712418307,6.906615214,6.809571625,6.010102005,5.877426614,5.388123727,5.105254974,4.833437639,4.299019598,4.008732606,3.347450968,7.538697551,3409365,8.525273567,2521014,6.518532776,5930379,2.866365728,2.376453546,2.200527875,1.803050801,1.621641504,1.316195902,1.83673846,1.022832527,8.837090385,1.462404951,78665830,26.603,-0.421773827,73.397,2.154193902,13.6766,2.9392,2.0428,0.825,0.1428,0.3292,3.8475,0.0079,5.8586,0.0674,1.7453,0.3808,0.3729,0.0516,0.0912,2.8162,36.3175,27.8172,0.6703,32.2,2.5,83737000,0.3107,7.5989,0.9322,19.2938,0.4237,0.1271,2.2881,2.1328,3.9266,0.0282,0.0706,0.6921,1.7232,0.2966,1.2853,0.0989,4.3644,1.0734,42.4011,8.7571,2.1751,0.0692,17.6686,0.0395,20.5038,1.1558,0.6866,0.9879,7.2808,8.1403,0.3655,0.652,3.4675,0.3803,1.0768,0.5335,0.0049,0.8298,32.3339,0.0692,3.7145,0.0395,mid_gni
africa,uganda,140737,3294,8.44E-05,102.3453678,5.036153224,97.30921456,764911,3.1,670,78,78,78,82,82,79.6,19.1,17.3,28.5,79,75.8,95.5,2.128303464,47,100,343,85291,84,7.2,8.1,2.2,18.45576013,18.83611766,48.0906559,47.67825485,48.50343807,18770929,9309277,9461652,15.81862009,16.08981063,13.40387463,11.06999901,11.15314578,49.42045429,9673279,49.54252209,9616702,49.29827369,19289981,9.174336454,9.194943523,7.446293138,7.449386067,6.033683129,6.054909634,4.753117829,4.793778987,3.537468621,3.635390009,2.535978495,2.647774066,1.909024771,1.860551024,1.633283748,1.383126765,1.449336896,1.125267837,2.488889802,542649,2.779223061,428824,2.19828824,971473,1.113586259,0.88461796,0.792580667,0.649058516,0.456266656,0.364793924,0.416789478,0.299817841,13.57750978,3.253313645,39032383,83.899,2.854818375,16.101,5.355883267,12.3139,0.9627,3.4479,0.2239,0.862,0.7164,6.101,0.0112,4.0188,0.1343,6.5599,1.0411,0.0336,0.5709,0.1008,0,37.6917,25.0532,0.1567,4.1,41,45741000,1.7949,3.8462,0.1865,13.8462,0.0699,0.4895,6.6667,1.4918,1.5152,0.0233,0.0932,1.7016,5.5711,0.0233,8.7413,0.0233,2.6573,0,46.1538,4.6154,0.4895,0.7449,10.3906,0.0382,13.7809,0.2388,3.2184,2.6168,3.2948,3.0465,0.5539,2.6454,14.9938,0.0478,3.7341,0.0382,0,0,39.6046,0,0.9932,0.0191,low_gni
europe,ukraine,3847226,102088,0.002258674,43.33590111,21.93926737,21.39663375,207429,6.5,2620,23,22,38,56,45,36.8,95.9,92.6,97.4,96.2,97.8,95.5,0.037862152,2600,100,24,3997,126,9.441721854,14.75231788,0,4.954653081,6.110856983,14.92761708,13.48563513,16.59916791,6747014,3272342,3474672,4.828080055,5.932147544,3.702901996,4.291913908,5.223408234,69.76619211,16391905,67.55260859,15141158,72.33218635,31533063,5.614117702,6.84074816,7.310891883,8.81572855,7.468377833,8.919652576,7.129515841,7.984331529,6.790400363,7.396154493,6.143456327,6.512675032,7.598753161,7.608362016,7.260173745,6.551235884,7.945007825,6.479889877,15.30619081,4601144,18.96175628,2316978,11.06864574,6918123,4.505370575,3.445215843,4.538465147,2.768144121,5.309247876,2.914868043,4.608672681,1.940417727,4.556163387,-0.363732732,45198200,30.305,-1.064126247,69.695,-0.057648427,26.91,5.494,3.0837,2.4481,0.516,0.3084,9.635,0.0063,8.691,0.1196,0.1007,0.0629,0.0378,0.2266,0.4972,0.7867,23.09,17.4638,0.5223,26.1,3.5,41778000,1.5319,9.8831,1.2848,20.0791,0.9059,0.3459,1.153,3.3767,3.8379,0.0165,0.1153,0.0329,0.2965,0.0329,3.9697,0.1812,6.7699,0.2141,40.1087,4.0521,1.8119,0.3075,21.693,0.0696,20.3469,2.4542,1.8276,0.4525,9.074,7.6004,0.6672,0.0174,0.6672,0.0348,3.336,0.2031,0,0.1741,28.307,0.0464,2.692,0.029,low_gni
asia,united arab emirates,761937,2164,0.000236323,17.75143866,1.339866848,16.41157181,48147,19.3,43170,94,94,94,94,94,94,97.6,95.2,98,99.6,100,99.6,0.012654758,7900,100,6,661,45,0,0,0,9.821428207,3.739362362,13.93747032,25.47981445,9.724181665,1276249,623926,652323,8.644031319,3.282119824,7.014354923,7.031874373,3.817668855,84.92465242,1797878,73.42152409,5978641,89.12362617,7776519,9.553613397,7.465099722,12.76718693,13.81449963,13.05452224,15.68953242,10.96031497,15.59436611,8.368865691,13.75925427,5.610430321,8.778794369,3.422173416,5.848614006,1.808587144,3.009694323,0.843955606,1.346102474,1.137877263,26903,1.098661457,77292,1.152192164,104195,0.52831964,0.689568198,0.236737184,0.271754686,0.162126379,0.10718136,0.171478254,0.083687921,2.70269948,0.776450801,9156963,14.459,-1.107660277,85.541,1.098459122,21.4437,4.0036,3.0418,1.1407,0.8108,0.6766,9.461,0.1006,5.86,0.1677,3.204,1.0624,1.1295,0.0168,0.1454,3.8246,28.5563,14.924,0.4306,29.9,2.6,9778000,0,8.8519,0.9505,20.9268,0.4307,0.6089,2.614,3.6834,3.0744,0.2376,0.1188,0.9505,3.7576,0.5941,0.3862,0.104,5.4953,1.1585,41.1407,3.5051,1.411,0,20.4155,0.0606,16.2513,1.0294,2.9531,0.885,10.3405,5.4823,0.5496,0.8803,7.5411,0.5962,0.2189,0.2282,0,0.9875,29.5822,0.0047,1.756,0.2376,high_gni
europe,united kingdom,13010853,149096,0.002288917,55.12194955,27.55023216,27.57171739,368353,4.7,43340,96,87.34868421,96,95,96,94.06973684,99.2,99.6,99.1,100,100,100,0.017343203,5800,90,9,3235,14,0,0,0,6.032702469,6.513707156,17.77422086,17.11441336,18.45302962,11577813,5653135,5924679,5.918396612,6.373641421,5.16331428,5.627262837,6.06635515,64.46540961,21037704,63.68996688,20953924,65.2631837,41991628,6.351617395,6.717725552,6.666287597,7.045335603,6.617447379,6.822137678,6.125930975,6.315720373,6.539829582,6.585788703,7.28762001,7.293308915,7.196079643,7.176799078,6.003879183,6.022531902,5.274012275,5.217480745,17.76036953,6340587,19.19561976,5228204,16.28378668,11568791,5.747218167,5.566712439,4.301909705,4.011496557,3.476367404,3.014458882,5.670124486,3.6911188,5.565681045,0.809355273,65138232,17.408,-0.599560871,82.592,1.108863839,25.8633,4.2615,1.4678,1.0778,0.5176,0.4219,12.5789,0.078,7.353,0.0745,1.1664,0.0638,0.1276,0.0851,1.4642,0.702,24.1332,18.3507,0.2127,29.5,2.5,67160000,2.217,14.2211,1.5607,13.4189,0.6272,0.5251,1.9837,6.5636,4.8425,0.2917,0.1021,0.5543,0.5105,0.1604,2.5817,0.7585,5.3092,0.3209,35.7789,6.6657,1.0064,0.4758,28.108,0.0673,13.8546,1.6724,2.5181,0.7256,14.5754,8.8375,0.4325,0.7353,1.0909,0.173,1.9607,0.7785,0.0048,0.2979,21.8944,0,1.4657,0.3316,high_gni
south america,uruguay,413383,6170,0.001798019,55.88340844,22.50099938,33.38240906,23458,6.1,15720,95,95,95,96,95,95.2,96.4,92.6,96.6,99.7,93.9,100,0.030240961,3300,100,15,487,98,0.1,0,0.1,6.63924748,7.419951352,21.41498533,20.24920627,22.66434597,734867,359455,375412,6.731239395,7.55331294,6.878719391,7.132105573,7.932388271,64.15050903,1112158,62.65128248,1089202,65.75722395,2201360,7.236603431,8.039669186,6.766447569,7.424599991,6.310374975,6.798784592,6.738788028,7.140067097,6.37014437,6.718006954,5.820164538,5.892239732,5.88427158,5.845210001,5.57032734,5.384753311,4.822055076,4.581504819,14.43450564,303543,17.09951125,191785,11.57843008,495328,4.327225326,3.801439146,3.724010735,3.007910534,3.201521444,2.158175657,5.84675375,2.61090474,7.691081678,0.351449062,3431555,4.689,-2.982920036,95.311,0.51839469,25.5069,3.4811,2.5698,1.2804,0.3281,0.1777,12.2841,0.0456,8.0603,0.0729,1.5127,0.0729,0.0319,0.1002,0.7564,0.1367,24.4908,18.8819,0.2096,28.9,2.5,3531000,1.3481,12.1808,1.0785,17.732,0.6661,0.2855,1.3957,5.2181,4.8374,0.1427,0.0952,0.5868,0.4282,0.0317,1.586,0.4758,7.3751,0.0476,37.8113,5.8208,0.8565,0.1599,26.7144,0.0178,16.4397,1.9187,1.5693,0.6573,11.7731,10.9203,0.5152,0.6455,1.06,0.0415,1.0897,1.6878,0.0059,0.0533,23.2856,0.0296,1.2496,0.1658,high_gni
